file_id	md5	size	urls	sample_id
745297f7a7f28d0d15d5060e7b737d2a	2d32d157b8b3f4dbec1f16191933d71d	28456960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP094101_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c155f4399
69c6b9398e0e2e889eb127933f596a5f	42fb7894b3f3de80bbebf549a28cb90f	9308160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP868014_K10_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768ce2d63
745297f7a7f28d0d15d5060e7b3b35cb	a1e336f46f3a6d97456a18f4844ce893	37888000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP786740_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1522129e
69c6b9398e0e2e889eb127933f91a471	142c263a784005cad46a0f9c312e99a2	28661760	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP564900_K10_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768b63c3d
745297f7a7f28d0d15d5060e7b3a0e41	15b8a080617b90a41374b4089aebf92a	42485760	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP247445_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c156e9392
88af6472fb03642dd5eaf8cddcea7bcf	171ef94367236a69a132602b931644c2	42711040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP575820_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc4bab2
88af6472fb03642dd5eaf8cddcea7415	19842188295b9624bec5573bdd2b49c0	34508800	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP505314_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc5ced3
88af6472fb03642dd5eaf8cddcea138e	992a232a12cf92c7c3ddcf0f12631e3a	43161600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP247202_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc44a81
88af6472fb03642dd5eaf8cddceb25f4	22e032ba88cd626b4b108fe943caf076	52264960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP581708_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc41634
88af6472fb03642dd5eaf8cddceb0ccf	da19e6c10c372f434f63e015f7ea3bbb	26480640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP824738_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc4c528
69c6b9398e0e2e889eb127933f9b1b44	e5e14cae2f4632eeb3712d8a9d62c7f4	22169600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP416787_K10_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768a7cde2
745297f7a7f28d0d15d5060e7b44e02e	f6cfe1af7f7642ae651e91c5ef5b2774	47267840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP580652_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c155c1a70
88af6472fb03642dd5eaf8cddcea03bc	22a49a8e2546e4e3ae8f0c327009b67e	23838720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP237361_K10_MV1D.rawseqset.tar	88af6472fb03642dd5eaf8cddcc5b458
745297f7a7f28d0d15d5060e7b5503cd	0e1aae5e6e88a155d0b61577c3a34513	31262720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP319072_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c156d2f7e
6d91411d5ede0689305232cc77544a4b	20c7df9f66d6fec44bbf62efe9aa2c3c	21452800	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP492355_K10_MV1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2dbfda7
745297f7a7f28d0d15d5060e7b3545e7	9c045b46b531d0726ecef6002ed3b39a	6563840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP707684_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15116f64
745297f7a7f28d0d15d5060e7b5793f1	7e3e8091ea9b253770dd258427ce87a3	65392640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP482764_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15013152
745297f7a7f28d0d15d5060e7b32a075	0cb820b645089ca7f95c02cf8c4ae558	24186880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP563046_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15703da7
69c6b9398e0e2e889eb127933f951172	3ac46c71986b476d64382f43ad8b6f2e	18810880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP974070_K10_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768d8e94c
745297f7a7f28d0d15d5060e7b37cf6e	d590570cfff68baa717a73df02a73f85	28610560	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP521049_K10_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10fe4656
6d91411d5ede0689305232cc773a4b4c	ed0bc1f71f240f59ff1697b1da8c5e19	440320	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP678863_K10_MV1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2d9b8bb
