file_id	md5	size	urls	sample_id
745297f7a7f28d0d15d5060e7b46551b	be63e9ece3a4a951cc732ede8aa1a9dd	3676160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP351505_K10_MCKD.rawseqset.tar	8938ac880f194a32bc6b736c15557862
69c6b9398e0e2e889eb127933f64256b	c3baa2982ab328a0d147cdac94ac7fad	1095680	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP664320_K10_MCKD.rawseqset.tar	76612bd9a41885add4f6b0b768bf9315
6d91411d5ede0689305232cc772beecd	c41e9e2ddb17eb408cea3c98305bdb73	35676160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP959101_K10_MCKD.rawseqset.tar	e50d0c183689e4053ccb35f8b2e395be
69c6b9398e0e2e889eb127933fa3f96a	7127fa82c4a82936048d296080fd5a2f	450560	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP954767_K10_MCKD.rawseqset.tar	76612bd9a41885add4f6b0b768d49812
69c6b9398e0e2e889eb127933f4c6bd0	de34bcd3c26b7f27f69f8e8dfc0a3fb5	481280	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP243415_K10_MCKD.rawseqset.tar	76612bd9a41885add4f6b0b76890a097
745297f7a7f28d0d15d5060e7b473c66	4a3f7e7697dd3d01308dcf79396cd165	46592000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP583097_K10_MCKD.rawseqset.tar	8938ac880f194a32bc6b736c154bd2a1
745297f7a7f28d0d15d5060e7b1c5c35	9f82c32cf61f6038ef845103d15534d5	92160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP416016_K10_MCKD.rawseqset.tar	8938ac880f194a32bc6b736c155e6ca4
6d91411d5ede0689305232cc773a3048	d47fd2ba5648221167875f957eab360a	17520640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP929440_K10_MCKD.rawseqset.tar	e50d0c183689e4053ccb35f8b2cddce1
69c6b9398e0e2e889eb127933f6d3dd5	34a0a4682b668386aacd29bab410d68c	9953280	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP959897_K10_MCKD.rawseqset.tar	76612bd9a41885add4f6b0b768d657ad
69c6b9398e0e2e889eb127933f7c5ebc	3e76372689b804e272f4049b813468f6	12666880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP410533_K10_MCKD.rawseqset.tar	76612bd9a41885add4f6b0b768a680ab
