file_id	md5	size	urls	sample_id
b60906da3dbfec7c28e20dcb461d370c	e9742615f5eff55be1b9ef70c80a0e20	48414720	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J00879_1_ST_T0_B0_0122_ZMBH10Z-01_AA31J.raw.fastq.tar	c22b9238b5b9beec7a9a1fc7c32cdc8b
b60906da3dbfec7c28e20dcb461e6eaa	9f488026e80fc287cd92d169a69bcea1	45516800	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J00840_1_ST_T0_B0_0120_ZLZNCLZ-01_AA31J.raw.fastq.tar	932d8fbc70ae8f856028b3f67c44e267
634416dfd8b630dcc6bba6aec4769a83	9bca10df0f0f0baae85a43265df6a77f	16486400	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45354_1_ST_T0_B0_0120_ZWHMV5E-01_APB4D.raw.fastq.tar	d57eb430d669de8329be1769d4f6a5af
634416dfd8b630dcc6bba6aec475c90e	3d56d2d6c9bea99b748c5e8936fbbebf	8529920	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45286_1_ST_T0_B0_0120_ZQMVU4Q-01_APATM.raw.fastq.tar	932d8fbc70ae8f856028b3f67c5bfbff
634416dfd8b630dcc6bba6aec476ff4e	cea69a388eeca02dd015db675d030406	18042880	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45395_1_ST_T0_B0_0120_ZVC4YUG-01_APB4D.raw.fastq.tar	d57eb430d669de8329be1769d4f62315
634416dfd8b630dcc6bba6aec475feff	064315631e6122a14b7cb561b6de47b0	17745920	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45318_1_ST_T0_B0_0120_ZY9XQJP-01_APB4D.raw.fastq.tar	d57eb430d669de8329be1769d4f6f0f2
634416dfd8b630dcc6bba6aec476d6e3	33c51a194fa3737dfe394614c9b69077	16998400	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45376_1_ST_T0_B0_0120_ZY39SN0-01_APB4D.raw.fastq.tar	d57eb430d669de8329be1769d4f6e5f5
5a950f27980b5d93e4c16da12466ded2	b5a4f36bb254628b566dc0a8dfe65aba	51824640	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45613_1_ST_T0_B0_0120_ZTXY83G-01_B86HB.raw.fastq.tar	d57eb430d669de8329be1769d4fab24f
b60906da3dbfec7c28e20dcb4617993e	7ddc99c98c5cc44c087340cf6aff3a55	20480	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45613_1_ST_T0_B0_0120_ZTXY83G-01_APAJ2.raw.fastq.tar	d57eb430d669de8329be1769d4fab24f
5a950f27980b5d93e4c16da1246cc9ad	c7dd1e02fdb889ccc33bd61b35ba9ffb	66529280	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J79860_1_ST_T0_B0_0120_ZPF36E2-01_B86HB.raw.fastq.tar	5a950f27980b5d93e4c16da1245949c3
634416dfd8b630dcc6bba6aec470e1d5	77cc9b6a1c1a328bab18fa325ed11d8b	12154880	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45128_1_ST_T0_B0_0120_ZPXU188-01_APAJ2.raw.fastq.tar	932d8fbc70ae8f856028b3f67c5b3a93
634416dfd8b630dcc6bba6aec477cd74	83faeb964071a2a2f8270ab1336a89d5	25794560	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45478_1_ST_T0_B0_0120_ZTL5S2Y-01_APA62.raw.fastq.tar	d57eb430d669de8329be1769d4fb0ae7
634416dfd8b630dcc6bba6aec4786d07	9255fcbfeb913ad54830d6bc0da63b1c	28170240	https://downloads.hmpdacc.org/ihmp/t2d/genome/microbiome/16s/raw/HMP2_J45506_1_ST_T0_B0_0120_ZTUO1AO-01_APA62.raw.fastq.tar	d57eb430d669de8329be1769d4fad4dc
