file_id	md5	size	urls	sample_id
6d91411d5ede0689305232cc773d0724	e47ddccf2ad70ed9c78c94dfa957ac22	256000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP175511_K10_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ed19a3
745297f7a7f28d0d15d5060e7b0fbafb	efc33184e17b8bd991a4e19812708648	18114560	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP426750_K40_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c154dd352
69c6b9398e0e2e889eb127933f84c65d	d1cbd1bdc406f322e9e6586671d3c68a	7649280	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP750844_K40_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768c6256b
69c6b9398e0e2e889eb127933f833fd3	2239fad2e5ff6d66b12a8fa6b3fa0184	34211840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP789683_K40_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768c929e8
6d91411d5ede0689305232cc77340a16	f519095dc7b57dcf89f7cbaed6e6a805	31959040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP891353_K40_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ec2343
745297f7a7f28d0d15d5060e7b524641	c58ffe5f7befa4c7a3f361c372f6bb2e	16445440	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP769777_K40_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15319b09
745297f7a7f28d0d15d5060e7b891675	45df85b3fc4743ac31ba87d23989a5d1	39065600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP388069_K40_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c152f7a89
745297f7a7f28d0d15d5060e7b16e06e	c6b0f138f418fe36dc6135cc29ad1a85	11530240	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP097937_K40_BS1D.rawseqset.tar	858ed4564f11795ec13dda4c10f78fcd
745297f7a7f28d0d15d5060e7b4ed6fc	1d94c222fe30a9b4f7998a65c808a973	112640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP389265_K40_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15175dd0
745297f7a7f28d0d15d5060e7b43e958	0061b9acb861d82cca8da04d4a78dab5	2191360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP120862_K40_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c156918dd
69c6b9398e0e2e889eb127933fa231cd	2a591da8e723e5f30d0e131f5e02170a	2887680	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP243415_K40_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b76890eed3
69c6b9398e0e2e889eb127933f4efb37	0a47b25f8b46b5ae569ed6c9d44d6238	204800	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP190835_K40_BSTD.rawseqset.tar	76612bd9a41885add4f6b0b768888458
